image_path,label,code,date,future_return
data\images\train\hk.00019\2023-05-11.png,0,hk.00019,2023-05-11,-0.05334462320067737
data\images\train\hk.00019\2023-05-12.png,0,hk.00019,2023-05-12,-0.029184549356223225
data\images\train\hk.00019\2023-05-15.png,0,hk.00019,2023-05-15,-0.025884383088869714
data\images\train\hk.00019\2023-05-16.png,0,hk.00019,2023-05-16,-0.04419410745233976
data\images\train\hk.00019\2023-05-17.png,0,hk.00019,2023-05-17,-0.0366071428571428
data\images\train\hk.00019\2023-05-18.png,0,hk.00019,2023-05-18,-0.0474060822898032
data\images\train\hk.00019\2023-05-19.png,0,hk.00019,2023-05-19,-0.04951370468611843
data\images\train\hk.00019\2023-05-22.png,0,hk.00019,2023-05-22,-0.06200177147918512
data\images\train\hk.00019\2023-05-23.png,0,hk.00019,2023-05-23,-0.05167724388032641
data\images\train\hk.00019\2023-05-24.png,0,hk.00019,2023-05-24,-0.03243744207599629
data\images\train\hk.00019\2023-05-25.png,0,hk.00019,2023-05-25,0.014084507042253521
data\images\train\hk.00019\2023-05-29.png,1,hk.00019,2023-05-29,0.026976744186046564
data\images\train\hk.00019\2023-05-30.png,1,hk.00019,2023-05-30,0.040604343720491
data\images\train\hk.00019\2023-05-31.png,1,hk.00019,2023-05-31,0.03824091778202677
data\images\train\hk.00019\2023-06-01.png,1,hk.00019,2023-06-01,0.041187739463601505
data\images\train\hk.00019\2023-06-02.png,0,hk.00019,2023-06-02,0.0
data\images\train\hk.00019\2023-06-05.png,0,hk.00019,2023-06-05,-0.023550724637681236
data\images\train\hk.00019\2023-06-06.png,0,hk.00019,2023-06-06,-0.013611615245009074
data\images\train\hk.00019\2023-06-07.png,0,hk.00019,2023-06-07,-0.013812154696132598
data\images\train\hk.00019\2023-06-08.png,0,hk.00019,2023-06-08,-0.011959521619135207
data\images\train\hk.00019\2023-06-09.png,0,hk.00019,2023-06-09,0.004629629629629629
data\images\train\hk.00019\2023-06-12.png,0,hk.00019,2023-06-12,-0.013914656771799629
data\images\train\hk.00019\2023-06-13.png,0,hk.00019,2023-06-13,-0.027598896044158234
data\images\train\hk.00019\2023-06-14.png,0,hk.00019,2023-06-14,-0.0037348272642389493
data\images\train\hk.00019\2023-06-15.png,0,hk.00019,2023-06-15,-0.0251396648044693
data\images\train\hk.00019\2023-06-16.png,0,hk.00019,2023-06-16,-0.011059907834101408
data\images\train\hk.00019\2023-06-19.png,1,hk.00019,2023-06-19,0.04985888993414861
data\images\train\hk.00019\2023-06-20.png,1,hk.00019,2023-06-20,0.0946073793755913
data\images\train\hk.00019\2023-06-21.png,1,hk.00019,2023-06-21,0.1321462043111527
data\images\train\hk.00019\2023-06-23.png,1,hk.00019,2023-06-23,0.14708691499522436
data\images\train\hk.00019\2023-06-26.png,1,hk.00019,2023-06-26,0.13420316868592735
data\images\train\hk.00019\2023-06-27.png,1,hk.00019,2023-06-27,0.08422939068100364
data\images\train\hk.00019\2023-06-28.png,1,hk.00019,2023-06-28,0.04753673292999135
data\images\train\hk.00019\2023-06-29.png,0,hk.00019,2023-06-29,-0.006622516556291367
data\images\train\hk.00019\2023-06-30.png,0,hk.00019,2023-06-30,-0.003330557868442893
data\images\train\hk.00019\2023-07-03.png,0,hk.00019,2023-07-03,-0.02382908792111755
data\images\train\hk.00019\2023-07-04.png,0,hk.00019,2023-07-04,-0.014049586776859527
data\images\train\hk.00019\2023-07-05.png,0,hk.00019,2023-07-05,0.0016501650165016736
data\images\train\hk.00019\2023-07-06.png,1,hk.00019,2023-07-06,0.02666666666666669
data\images\train\hk.00019\2023-07-07.png,1,hk.00019,2023-07-07,0.04344193817878031
data\images\train\hk.00019\2023-07-10.png,1,hk.00019,2023-07-10,0.03956228956228959
data\images\train\hk.00019\2023-07-11.png,1,hk.00019,2023-07-11,0.042749371332774594
data\images\train\hk.00019\2023-07-12.png,1,hk.00019,2023-07-12,0.0378912685337726
data\images\train\hk.00019\2023-07-13.png,1,hk.00019,2023-07-13,0.041396103896103965
data\images\train\hk.00019\2023-07-14.png,1,hk.00019,2023-07-14,0.027221777421937595
data\images\train\hk.00019\2023-07-18.png,1,hk.00019,2023-07-18,0.038056680161943225
data\images\train\hk.00019\2023-07-19.png,1,hk.00019,2023-07-19,0.04019292604501608
data\images\train\hk.00019\2023-07-20.png,1,hk.00019,2023-07-20,0.049206349206349115
data\images\train\hk.00019\2023-07-21.png,1,hk.00019,2023-07-21,0.029618082618861907
data\images\train\hk.00019\2023-07-24.png,0,hk.00019,2023-07-24,0.0124707716289945
data\images\train\hk.00019\2023-07-25.png,0,hk.00019,2023-07-25,0.0046801872074884775
data\images\train\hk.00019\2023-07-26.png,0,hk.00019,2023-07-26,-0.017774343122102097
data\images\train\hk.00019\2023-07-27.png,0,hk.00019,2023-07-27,-0.03706505295007558
data\images\train\hk.00019\2023-07-28.png,0,hk.00019,2023-07-28,-0.038607115821347425
data\images\train\hk.00019\2023-07-31.png,0,hk.00019,2023-07-31,-0.005388760585065566
data\images\train\hk.00019\2023-08-01.png,0,hk.00019,2023-08-01,0.0015527950310558123
data\images\train\hk.00019\2023-08-02.png,1,hk.00019,2023-08-02,0.038552321007081086
data\images\train\hk.00019\2023-08-03.png,1,hk.00019,2023-08-03,0.04870384917517677
data\images\train\hk.00019\2023-08-04.png,1,hk.00019,2023-08-04,0.04330708661417323
data\images\train\hk.00019\2023-08-07.png,0,hk.00019,2023-08-07,0.005417956656346882
data\images\train\hk.00019\2023-08-08.png,0,hk.00019,2023-08-08,-0.0015503875968991367
data\images\train\hk.00019\2023-08-09.png,0,hk.00019,2023-08-09,-0.045454545454545456
data\images\train\hk.00019\2023-08-10.png,0,hk.00019,2023-08-10,-0.046441947565543096
data\images\train\hk.00019\2023-08-11.png,0,hk.00019,2023-08-11,-0.04603773584905656
data\images\train\hk.00019\2023-08-14.png,0,hk.00019,2023-08-14,-0.05850654349499621
data\images\train\hk.00019\2023-08-15.png,0,hk.00019,2023-08-15,-0.036490683229813796
data\images\train\hk.00019\2023-08-16.png,0,hk.00019,2023-08-16,0.003968253968253968
data\images\train\hk.00019\2023-08-17.png,1,hk.00019,2023-08-17,0.029065200314218404
data\images\train\hk.00019\2023-08-18.png,1,hk.00019,2023-08-18,0.034018987341772014
data\images\train\hk.00019\2023-08-21.png,1,hk.00019,2023-08-21,0.05805396565821757
data\images\train\hk.00019\2023-08-22.png,1,hk.00019,2023-08-22,0.0507655116841258
data\images\train\hk.00019\2023-08-23.png,1,hk.00019,2023-08-23,0.024505928853754896
data\images\train\hk.00019\2023-08-24.png,0,hk.00019,2023-08-24,-0.012213740458015224
data\images\train\hk.00019\2023-08-25.png,0,hk.00019,2023-08-25,-0.15837796480489663
data\images\train\hk.00019\2023-08-28.png,0,hk.00019,2023-08-28,-0.1452859350850078
data\images\train\hk.00019\2023-08-29.png,0,hk.00019,2023-08-29,-0.13880368098159515
data\images\train\hk.00019\2023-08-30.png,0,hk.00019,2023-08-30,-0.10648148148148147
data\images\train\hk.00019\2023-08-31.png,0,hk.00019,2023-08-31,-0.10432766615146831
data\images\train\hk.00019\2023-09-04.png,1,hk.00019,2023-09-04,0.05909090909090909
data\images\train\hk.00019\2023-09-05.png,1,hk.00019,2023-09-05,0.025316455696202635
data\images\train\hk.00019\2023-09-06.png,0,hk.00019,2023-09-06,0.016918967052537898
data\images\train\hk.00019\2023-09-07.png,0,hk.00019,2023-09-07,-0.01381692573402413
data\images\train\hk.00019\2023-09-11.png,0,hk.00019,2023-09-11,-0.04745470232959448
data\images\train\hk.00019\2023-09-12.png,0,hk.00019,2023-09-12,-0.02575107296137339
data\images\train\hk.00019\2023-09-13.png,0,hk.00019,2023-09-13,-0.01940035273368609
data\images\train\hk.00019\2023-09-14.png,0,hk.00019,2023-09-14,-0.03852889667250443
data\images\train\hk.00019\2023-09-15.png,0,hk.00019,2023-09-15,-0.019264448336252214
data\images\train\hk.00019\2023-09-18.png,0,hk.00019,2023-09-18,-0.0009057971014493526
data\images\train\hk.00019\2023-09-19.png,0,hk.00019,2023-09-19,-0.06167400881057269
data\images\train\hk.00019\2023-09-20.png,0,hk.00019,2023-09-20,-0.057553956834532426
data\images\train\hk.00019\2023-09-21.png,0,hk.00019,2023-09-21,-0.0546448087431694
data\images\train\hk.00019\2023-09-22.png,0,hk.00019,2023-09-22,-0.056249999999999974
data\images\train\hk.00019\2023-09-25.png,0,hk.00019,2023-09-25,-0.04442429737080682
data\images\train\hk.00019\2023-09-26.png,0,hk.00019,2023-09-26,-0.023474178403755867
data\images\train\hk.00019\2023-09-27.png,0,hk.00019,2023-09-27,0.008587786259542039
data\images\train\hk.00019\2023-09-28.png,1,hk.00019,2023-09-28,0.03468208092485557
data\images\train\hk.00019\2023-09-29.png,1,hk.00019,2023-09-29,0.02175969725638597
data\images\train\hk.00019\2023-10-03.png,1,hk.00019,2023-10-03,0.021821631878557846
data\images\train\hk.00019\2023-10-04.png,1,hk.00019,2023-10-04,0.05096153846153843
data\images\train\hk.00019\2023-10-05.png,1,hk.00019,2023-10-05,0.04824976348155151
data\images\train\hk.00019\2023-10-06.png,0,hk.00019,2023-10-06,0.012104283054003698
data\images\train\hk.00019\2023-10-09.png,0,hk.00019,2023-10-09,-0.015740740740740767
data\images\train\hk.00019\2023-10-10.png,0,hk.00019,2023-10-10,-0.020427112349117947
data\images\train\hk.00019\2023-10-11.png,0,hk.00019,2023-10-11,-0.03568161024702646
data\images\train\hk.00019\2023-10-12.png,0,hk.00019,2023-10-12,-0.08393501805054149
data\images\train\hk.00019\2023-10-13.png,0,hk.00019,2023-10-13,-0.07543698252069919
data\images\train\hk.00019\2023-10-16.png,0,hk.00019,2023-10-16,-0.05550329256820312
data\images\train\hk.00019\2023-10-17.png,0,hk.00019,2023-10-17,-0.07203791469194308
data\images\train\hk.00019\2023-10-18.png,0,hk.00019,2023-10-18,-0.07115749525616698
data\images\train\hk.00019\2023-10-19.png,0,hk.00019,2023-10-19,0.003940886699507445
data\images\train\hk.00019\2023-10-20.png,0,hk.00019,2023-10-20,0.0029850746268656435
data\images\train\hk.00019\2023-10-24.png,0,hk.00019,2023-10-24,-0.0019920318725099883
data\images\train\hk.00019\2023-10-25.png,0,hk.00019,2023-10-25,0.008171603677221626
data\images\train\hk.00019\2023-10-26.png,0,hk.00019,2023-10-26,0.01940755873340134
data\images\train\hk.00019\2023-10-27.png,0,hk.00019,2023-10-27,0.0
data\images\train\hk.00019\2023-10-30.png,0,hk.00019,2023-10-30,0.011904761904761934
data\images\train\hk.00019\2023-10-31.png,0,hk.00019,2023-10-31,-0.017964071856287397
data\images\train\hk.00019\2023-11-01.png,0,hk.00019,2023-11-01,-0.004052684903748791
data\images\train\hk.00019\2023-11-02.png,0,hk.00019,2023-11-02,-0.015030060120240482
data\images\train\hk.00019\2023-11-03.png,0,hk.00019,2023-11-03,-0.020608439646712547
data\images\train\hk.00019\2023-11-06.png,0,hk.00019,2023-11-06,-0.029411764705882353
data\images\train\hk.00019\2023-11-07.png,0,hk.00019,2023-11-07,0.00813008130081298
data\images\train\hk.00019\2023-11-08.png,1,hk.00019,2023-11-08,0.04577822990844354
data\images\train\hk.00019\2023-11-09.png,1,hk.00019,2023-11-09,0.03153611393692786
data\images\train\hk.00019\2023-11-10.png,0,hk.00019,2023-11-10,0.004008016032064185
data\images\train\hk.00019\2023-11-13.png,1,hk.00019,2023-11-13,0.020202020202020204
data\images\train\hk.00019\2023-11-14.png,1,hk.00019,2023-11-14,0.030241935483870965
data\images\train\hk.00019\2023-11-15.png,1,hk.00019,2023-11-15,0.03210116731517507
data\images\train\hk.00019\2023-11-16.png,1,hk.00019,2023-11-16,0.03451676528599605
data\images\train\hk.00019\2023-11-17.png,1,hk.00019,2023-11-17,0.056886227544910205
data\images\train\hk.00019\2023-11-20.png,1,hk.00019,2023-11-20,0.039603960396039604
data\images\train\hk.00019\2023-11-21.png,1,hk.00019,2023-11-21,0.020547945205479395
data\images\train\hk.00019\2023-11-22.png,0,hk.00019,2023-11-22,-0.038642789820923604
data\images\train\hk.00019\2023-11-23.png,0,hk.00019,2023-11-23,-0.03336510962821735
data\images\train\hk.00019\2023-11-24.png,0,hk.00019,2023-11-24,-0.020774315391879156
data\images\train\hk.00019\2023-11-27.png,0,hk.00019,2023-11-27,-0.03619047619047616
data\images\train\hk.00019\2023-11-28.png,0,hk.00019,2023-11-28,-0.023010546500479304
data\images\train\hk.00019\2023-11-29.png,1,hk.00019,2023-11-29,0.1705882352941177
data\images\train\hk.00019\2023-11-30.png,1,hk.00019,2023-11-30,0.1449704142011833
data\images\train\hk.00019\2023-12-01.png,1,hk.00019,2023-12-01,0.11378977820636449
data\images\train\hk.00019\2023-12-04.png,1,hk.00019,2023-12-04,0.15711462450592875
data\images\train\hk.00019\2023-12-05.png,1,hk.00019,2023-12-05,0.15603532875367998
data\images\train\hk.00019\2023-12-06.png,0,hk.00019,2023-12-06,-0.01675041876046901
data\images\train\hk.00019\2023-12-07.png,1,hk.00019,2023-12-07,0.03359173126614992
data\images\train\hk.00019\2023-12-08.png,1,hk.00019,2023-12-08,0.06839826839826844
data\images\train\hk.00019\2023-12-11.png,1,hk.00019,2023-12-11,0.052946199829205835
data\images\train\hk.00019\2023-12-12.png,1,hk.00019,2023-12-12,0.0636672325976231
data\images\train\hk.00019\2023-12-13.png,1,hk.00019,2023-12-13,0.05621805792163538
data\images\train\hk.00019\2023-12-14.png,1,hk.00019,2023-12-14,0.03916666666666669
data\images\train\hk.00019\2023-12-15.png,1,hk.00019,2023-12-15,0.03322528363046997
data\images\train\hk.00019\2023-12-18.png,1,hk.00019,2023-12-18,0.06326034063260338
data\images\train\hk.00019\2023-12-19.png,1,hk.00019,2023-12-19,0.04309656823623297
data\images\train\hk.00019\2023-12-20.png,1,hk.00019,2023-12-20,0.06612903225806442
data\images\train\hk.00019\2023-12-21.png,1,hk.00019,2023-12-21,0.048115477145148244
data\images\train\hk.00019\2023-12-22.png,1,hk.00019,2023-12-22,0.025098039215686187
data\images\train\hk.00019\2023-12-27.png,0,hk.00019,2023-12-27,-0.002288329519450671
data\images\train\hk.00019\2023-12-28.png,0,hk.00019,2023-12-28,0.00229533282325946
data\images\train\hk.00019\2023-12-29.png,0,hk.00019,2023-12-29,-0.017397881996974153
data\images\train\hk.00020\2022-03-29.png,0,hk.00020,2022-03-29,-0.006493506493506499
data\images\train\hk.00020\2022-03-30.png,0,hk.00020,2022-03-30,-0.03225806451612906
data\images\train\hk.00020\2022-03-31.png,0,hk.00020,2022-03-31,-0.02113821138211395
data\images\train\hk.00020\2022-04-01.png,0,hk.00020,2022-04-01,-0.08496732026143798
data\images\train\hk.00020\2022-04-04.png,0,hk.00020,2022-04-04,-0.1460674157303371
data\images\train\hk.00020\2022-04-06.png,0,hk.00020,2022-04-06,-0.1503267973856209
data\images\train\hk.00020\2022-04-07.png,0,hk.00020,2022-04-07,-0.12333333333333336
data\images\train\hk.00020\2022-04-08.png,0,hk.00020,2022-04-08,-0.16112956810631227
data\images\train\hk.00020\2022-04-11.png,0,hk.00020,2022-04-11,-0.10178571428571419
data\images\train\hk.00020\2022-04-12.png,0,hk.00020,2022-04-12,-0.07330827067669184
data\images\train\hk.00020\2022-04-13.png,0,hk.00020,2022-04-13,-0.07692307692307698
data\images\train\hk.00020\2022-04-14.png,0,hk.00020,2022-04-14,-0.15209125475285168
data\images\train\hk.00020\2022-04-19.png,0,hk.00020,2022-04-19,-0.11485148514851487
data\images\train\hk.00020\2022-04-20.png,0,hk.00020,2022-04-20,-0.08946322067594437
data\images\train\hk.00020\2022-04-21.png,0,hk.00020,2022-04-21,-0.0669371196754564
data\images\train\hk.00020\2022-04-22.png,1,hk.00020,2022-04-22,0.07916666666666665
data\images\train\hk.00020\2022-04-25.png,1,hk.00020,2022-04-25,0.13677130044843056
data\images\train\hk.00020\2022-04-26.png,1,hk.00020,2022-04-26,0.09172259507829982
data\images\train\hk.00020\2022-04-27.png,1,hk.00020,2022-04-27,0.07860262008733632
data\images\train\hk.00020\2022-04-28.png,1,hk.00020,2022-04-28,0.021739130434782726
data\images\train\hk.00020\2022-04-29.png,0,hk.00020,2022-04-29,-0.10038610038610031
data\images\train\hk.00020\2022-05-03.png,0,hk.00020,2022-05-03,-0.08086785009861935
data\images\train\hk.00020\2022-05-04.png,0,hk.00020,2022-05-04,-0.07172131147540976
data\images\train\hk.00020\2022-05-05.png,0,hk.00020,2022-05-05,-0.0708502024291499
data\images\train\hk.00020\2022-05-06.png,0,hk.00020,2022-05-06,-0.042553191489361736
data\images\train\hk.00020\2022-05-10.png,1,hk.00020,2022-05-10,0.02360515021459215
data\images\train\hk.00020\2022-05-11.png,0,hk.00020,2022-05-11,0.0064377682403434005
data\images\train\hk.00020\2022-05-12.png,0,hk.00020,2022-05-12,0.015452538631346444
data\images\train\hk.00020\2022-05-13.png,1,hk.00020,2022-05-13,0.05882352941176481
data\images\train\hk.00020\2022-05-16.png,1,hk.00020,2022-05-16,0.0866666666666666
data\images\train\hk.00020\2022-05-17.png,0,hk.00020,2022-05-17,-0.010482180293501012
data\images\train\hk.00020\2022-05-18.png,1,hk.00020,2022-05-18,0.023454157782515868
data\images\train\hk.00020\2022-05-19.png,1,hk.00020,2022-05-19,0.03695652173913042
data\images\train\hk.00020\2022-05-20.png,0,hk.00020,2022-05-20,-0.010288065843621545
data\images\train\hk.00020\2022-05-23.png,0,hk.00020,2022-05-23,0.004089979550102344
data\images\train\hk.00020\2022-05-24.png,1,hk.00020,2022-05-24,0.07627118644067804
data\images\train\hk.00020\2022-05-25.png,1,hk.00020,2022-05-25,0.16250000000000006
data\images\train\hk.00020\2022-05-26.png,1,hk.00020,2022-05-26,0.2306079664570232
data\images\train\hk.00020\2022-05-27.png,1,hk.00020,2022-05-27,0.23908523908523918
data\images\train\hk.00020\2022-05-30.png,1,hk.00020,2022-05-30,0.17311608961303454
data\images\train\hk.00020\2022-05-31.png,1,hk.00020,2022-05-31,0.15157480314960622
data\images\train\hk.00020\2022-06-01.png,1,hk.00020,2022-06-01,0.02150537634408604
data\images\train\hk.00020\2022-06-02.png,0,hk.00020,2022-06-02,-0.03577512776831345
data\images\train\hk.00020\2022-06-06.png,0,hk.00020,2022-06-06,-0.08892617449664433
data\images\train\hk.00020\2022-06-07.png,1,hk.00020,2022-06-07,0.041666666666666706
data\images\train\hk.00020\2022-06-08.png,0,hk.00020,2022-06-08,0.006837606837606844
data\images\train\hk.00020\2022-06-09.png,1,hk.00020,2022-06-09,0.024561403508771874
data\images\train\hk.00020\2022-06-10.png,1,hk.00020,2022-06-10,0.05653710247349828
data\images\train\hk.00020\2022-06-13.png,1,hk.00020,2022-06-13,0.09023941068139968
data\images\train\hk.00020\2022-06-14.png,0,hk.00020,2022-06-14,-0.0033333333333332624
data\images\train\hk.00020\2022-06-15.png,0,hk.00020,2022-06-15,-0.030560271646859035
data\images\train\hk.00020\2022-06-16.png,0,hk.00020,2022-06-16,-0.06164383561643826
data\images\train\hk.00020\2022-06-17.png,0,hk.00020,2022-06-17,-0.04013377926421408
data\images\train\hk.00020\2022-06-20.png,1,hk.00020,2022-06-20,0.03378378378378381
data\images\train\hk.00020\2022-06-21.png,1,hk.00020,2022-06-21,0.03678929765886283
data\images\train\hk.00020\2022-06-22.png,1,hk.00020,2022-06-22,0.029772329246935188
data\images\train\hk.00020\2022-06-23.png,0,hk.00020,2022-06-23,-0.4288321167883212
data\images\train\hk.00020\2022-06-24.png,0,hk.00020,2022-06-24,-0.5574912891986062
data\images\train\hk.00020\2022-06-27.png,0,hk.00020,2022-06-27,-0.5506535947712419
data\images\train\hk.00020\2022-06-28.png,0,hk.00020,2022-06-28,-0.5806451612903226
data\images\train\hk.00020\2022-06-29.png,0,hk.00020,2022-06-29,-0.5578231292517006
data\images\train\hk.00020\2022-06-30.png,0,hk.00020,2022-06-30,-0.17571884984025554
data\images\train\hk.00020\2022-07-04.png,0,hk.00020,2022-07-04,0.0
data\images\train\hk.00020\2022-07-05.png,0,hk.00020,2022-07-05,-0.11636363636363631
data\images\train\hk.00020\2022-07-06.png,0,hk.00020,2022-07-06,-0.08076923076923075
data\images\train\hk.00020\2022-07-07.png,0,hk.00020,2022-07-07,-0.11923076923076925
data\images\train\hk.00020\2022-07-08.png,0,hk.00020,2022-07-08,-0.16279069767441856
data\images\train\hk.00020\2022-07-11.png,0,hk.00020,2022-07-11,-0.1574803149606299
data\images\train\hk.00020\2022-07-12.png,0,hk.00020,2022-07-12,-0.1358024691358025
data\images\train\hk.00020\2022-07-13.png,0,hk.00020,2022-07-13,-0.02510460251046027
data\images\train\hk.00020\2022-07-14.png,1,hk.00020,2022-07-14,0.0436681222707424
data\images\train\hk.00020\2022-07-15.png,1,hk.00020,2022-07-15,0.125
data\images\train\hk.00020\2022-07-18.png,1,hk.00020,2022-07-18,0.12149532710280363
data\images\train\hk.00020\2022-07-19.png,1,hk.00020,2022-07-19,0.08095238095238091
data\images\train\hk.00020\2022-07-20.png,0,hk.00020,2022-07-20,0.00429184549356214
data\images\train\hk.00020\2022-07-21.png,1,hk.00020,2022-07-21,0.03347280334728036
data\images\train\hk.00020\2022-07-22.png,0,hk.00020,2022-07-22,-0.04115226337448563
data\images\train\hk.00020\2022-07-25.png,0,hk.00020,2022-07-25,-0.050000000000000044
data\images\train\hk.00020\2022-07-26.png,0,hk.00020,2022-07-26,-0.044052863436123385
data\images\train\hk.00020\2022-07-27.png,0,hk.00020,2022-07-27,-0.05982905982905969
data\images\train\hk.00020\2022-07-28.png,0,hk.00020,2022-07-28,-0.10931174089068826
data\images\train\hk.00020\2022-07-29.png,0,hk.00020,2022-07-29,-0.04291845493562235
data\images\train\hk.00020\2022-08-01.png,0,hk.00020,2022-08-01,-0.03508771929824545
data\images\train\hk.00020\2022-08-02.png,0,hk.00020,2022-08-02,0.00921658986175116
data\images\train\hk.00020\2022-08-03.png,0,hk.00020,2022-08-03,-0.018181818181818195
data\images\train\hk.00020\2022-08-04.png,0,hk.00020,2022-08-04,-0.00454545454545465
data\images\train\hk.00020\2022-08-05.png,0,hk.00020,2022-08-05,0.0
data\images\train\hk.00020\2022-08-08.png,1,hk.00020,2022-08-08,0.022727272727272645
data\images\train\hk.00020\2022-08-09.png,0,hk.00020,2022-08-09,0.004566210045662206
data\images\train\hk.00020\2022-08-10.png,0,hk.00020,2022-08-10,0.0
data\images\train\hk.00020\2022-08-11.png,0,hk.00020,2022-08-11,-0.05022831050228305
data\images\train\hk.00020\2022-08-12.png,0,hk.00020,2022-08-12,-0.05829596412556049
data\images\train\hk.00020\2022-08-15.png,0,hk.00020,2022-08-15,-0.02666666666666669
data\images\train\hk.00020\2022-08-16.png,0,hk.00020,2022-08-16,0.0
data\images\train\hk.00020\2022-08-17.png,1,hk.00020,2022-08-17,0.03703703703703707
data\images\train\hk.00020\2022-08-18.png,1,hk.00020,2022-08-18,0.12980769230769232
data\images\train\hk.00020\2022-08-19.png,1,hk.00020,2022-08-19,0.09047619047619045
data\images\train\hk.00020\2022-08-22.png,1,hk.00020,2022-08-22,0.045662100456621044
data\images\train\hk.00020\2022-08-23.png,1,hk.00020,2022-08-23,0.04999999999999994
data\images\train\hk.00020\2022-08-24.png,1,hk.00020,2022-08-24,0.10267857142857141
data\images\train\hk.00020\2022-08-25.png,0,hk.00020,2022-08-25,0.017021276595744695
data\images\train\hk.00020\2022-08-26.png,0,hk.00020,2022-08-26,-0.013100436681222816
data\images\train\hk.00020\2022-08-29.png,0,hk.00020,2022-08-29,0.0
data\images\train\hk.00020\2022-08-30.png,0,hk.00020,2022-08-30,0.004329004329004236
data\images\train\hk.00020\2022-08-31.png,0,hk.00020,2022-08-31,-0.07287449392712557
data\images\train\hk.00020\2022-09-01.png,0,hk.00020,2022-09-01,-0.04184100418410045
data\images\train\hk.00020\2022-09-02.png,0,hk.00020,2022-09-02,0.008849557522123902
data\images\train\hk.00020\2022-09-05.png,0,hk.00020,2022-09-05,-0.052401746724890876
data\images\train\hk.00020\2022-09-06.png,0,hk.00020,2022-09-06,-0.08189655172413791
data\images\train\hk.00020\2022-09-07.png,0,hk.00020,2022-09-07,-0.09170305676855893
data\images\train\hk.00020\2022-09-08.png,0,hk.00020,2022-09-08,-0.12663755458515286
data\images\train\hk.00020\2022-09-09.png,0,hk.00020,2022-09-09,-0.16228070175438594
data\images\train\hk.00020\2022-09-13.png,0,hk.00020,2022-09-13,-0.10599078341013825
data\images\train\hk.00020\2022-09-14.png,0,hk.00020,2022-09-14,-0.10798122065727699
data\images\train\hk.00020\2022-09-15.png,0,hk.00020,2022-09-15,-0.06730769230769236
data\images\train\hk.00020\2022-09-16.png,0,hk.00020,2022-09-16,-0.030000000000000027
data\images\train\hk.00020\2022-09-19.png,0,hk.00020,2022-09-19,-0.020942408376963255
data\images\train\hk.00020\2022-09-20.png,0,hk.00020,2022-09-20,-0.051546391752577254
data\images\train\hk.00020\2022-09-21.png,0,hk.00020,2022-09-21,-0.08947368421052629
data\images\train\hk.00020\2022-09-22.png,0,hk.00020,2022-09-22,-0.15979381443298973
data\images\train\hk.00020\2022-09-23.png,0,hk.00020,2022-09-23,-0.17525773195876282
data\images\train\hk.00020\2022-09-26.png,0,hk.00020,2022-09-26,-0.13903743315508021
data\images\train\hk.00020\2022-09-27.png,0,hk.00020,2022-09-27,-0.06521739130434788
data\images\train\hk.00020\2022-09-28.png,0,hk.00020,2022-09-28,-0.040462427745664775
data\images\train\hk.00020\2022-09-29.png,0,hk.00020,2022-09-29,-0.024539877300613383
data\images\train\hk.00020\2022-09-30.png,0,hk.00020,2022-09-30,-0.06250000000000006
data\images\train\hk.00020\2022-10-03.png,0,hk.00020,2022-10-03,-0.17391304347826086
data\images\train\hk.00020\2022-10-05.png,0,hk.00020,2022-10-05,-0.25581395348837205
data\images\train\hk.00020\2022-10-06.png,0,hk.00020,2022-10-06,-0.2710843373493976
data\images\train\hk.00020\2022-10-07.png,0,hk.00020,2022-10-07,-0.22012578616352205
data\images\train\hk.00020\2022-10-10.png,0,hk.00020,2022-10-10,-0.15333333333333332
data\images\train\hk.00020\2022-10-11.png,0,hk.00020,2022-10-11,0.015037593984962419
data\images\train\hk.00020\2022-10-12.png,0,hk.00020,2022-10-12,0.007812500000000007
data\images\train\hk.00020\2022-10-13.png,1,hk.00020,2022-10-13,0.05785123966942154
data\images\train\hk.00020\2022-10-14.png,0,hk.00020,2022-10-14,0.01612903225806453
data\images\train\hk.00020\2022-10-17.png,0,hk.00020,2022-10-17,-0.07874015748031503
data\images\train\hk.00020\2022-10-18.png,0,hk.00020,2022-10-18,-0.10370370370370378
data\images\train\hk.00020\2022-10-19.png,0,hk.00020,2022-10-19,0.0
data\images\train\hk.00020\2022-10-20.png,0,hk.00020,2022-10-20,-0.015625000000000014
data\images\train\hk.00020\2022-10-21.png,0,hk.00020,2022-10-21,-0.0555555555555556
data\images\train\hk.00020\2022-10-24.png,0,hk.00020,2022-10-24,0.01709401709401711
data\images\train\hk.00020\2022-10-25.png,1,hk.00020,2022-10-25,0.05785123966942154
data\images\train\hk.00020\2022-10-26.png,0,hk.00020,2022-10-26,-0.007751937984496131
data\images\train\hk.00020\2022-10-27.png,0,hk.00020,2022-10-27,-0.015873015873015886
data\images\train\hk.00020\2022-10-28.png,1,hk.00020,2022-10-28,0.11764705882352952
data\images\train\hk.00020\2022-10-31.png,1,hk.00020,2022-10-31,0.5126050420168068
data\images\train\hk.00020\2022-11-01.png,1,hk.00020,2022-11-01,0.36718749999999994
data\images\train\hk.00020\2022-11-02.png,1,hk.00020,2022-11-02,0.32031249999999994
data\images\train\hk.00020\2022-11-03.png,1,hk.00020,2022-11-03,0.26612903225806456
data\images\train\hk.00020\2022-11-04.png,1,hk.00020,2022-11-04,0.2781954887218044
